"drug","conc","units","block","channel"
"ondansetron",300,"nM",21.99,"hERG"
"ondansetron",300,"nM",1.92,"hERG"
"ondansetron",300,"nM",11.46,"hERG"
"ondansetron",300,"nM",-4.41,"hERG"
"ondansetron",300,"nM",12.79,"hERG"
"ondansetron",1000,"nM",29.9,"hERG"
"ondansetron",1000,"nM",37.06,"hERG"
"ondansetron",1000,"nM",26.62,"hERG"
"ondansetron",1000,"nM",14.89,"hERG"
"ondansetron",1000,"nM",20.83,"hERG"
"ondansetron",1000,"nM",53.86,"hERG"
"ondansetron",1000,"nM",43.92,"hERG"
"ondansetron",1000,"nM",62.55,"hERG"
"ondansetron",3000,"nM",35.66,"hERG"
"ondansetron",3000,"nM",76.54,"hERG"
"ondansetron",3000,"nM",60.15,"hERG"
"ondansetron",3000,"nM",71.56,"hERG"
"ondansetron",3000,"nM",70.22,"hERG"
"ondansetron",3000,"nM",75.41,"hERG"
"ondansetron",3000,"nM",65.51,"hERG"
"ondansetron",3000,"nM",70.73,"hERG"
"ondansetron",3000,"nM",36.41,"hERG"
"ondansetron",3000,"nM",87.5,"hERG"
"ondansetron",3000,"nM",76.14,"hERG"
"ondansetron",3000,"nM",53.36,"hERG"
"ondansetron",10000,"nM",91.05,"hERG"
"ondansetron",10000,"nM",78.58,"hERG"
"ondansetron",10000,"nM",91.72,"hERG"
"ondansetron",10000,"nM",84.08,"hERG"
"ondansetron",10000,"nM",74.59,"hERG"
"ondansetron",10000,"nM",81.26,"hERG"
"ondansetron",10000,"nM",88.11,"hERG"
"ondansetron",10000,"nM",75.31,"hERG"
"bepridil",10,"nM",2.91,"hERG"
"bepridil",10,"nM",-13.53,"hERG"
"bepridil",10,"nM",-9.51,"hERG"
"bepridil",10,"nM",13.28,"hERG"
"bepridil",10,"nM",12.88,"hERG"
"bepridil",10,"nM",2.71,"hERG"
"bepridil",10,"nM",-10.83,"hERG"
"bepridil",10,"nM",38.3,"hERG"
"bepridil",10,"nM",5.72,"hERG"
"bepridil",10,"nM",9.63,"hERG"
"bepridil",30,"nM",11.14,"hERG"
"bepridil",30,"nM",16.25,"hERG"
"bepridil",30,"nM",0.95,"hERG"
"bepridil",30,"nM",30.07,"hERG"
"bepridil",30,"nM",23.37,"hERG"
"bepridil",30,"nM",25.14,"hERG"
"bepridil",30,"nM",16.32,"hERG"
"bepridil",30,"nM",10.18,"hERG"
"bepridil",100,"nM",51.34,"hERG"
"bepridil",100,"nM",54.62,"hERG"
"bepridil",100,"nM",38.55,"hERG"
"bepridil",100,"nM",70.74,"hERG"
"bepridil",100,"nM",46.84,"hERG"
"bepridil",100,"nM",54.29,"hERG"
"bepridil",100,"nM",35.1,"hERG"
"bepridil",100,"nM",61.15,"hERG"
"bepridil",100,"nM",43.3,"hERG"
"bepridil",100,"nM",44.42,"hERG"
"bepridil",100,"nM",38.92,"hERG"
"bepridil",300,"nM",83.96,"hERG"
"bepridil",300,"nM",82.75,"hERG"
"bepridil",300,"nM",79.18,"hERG"
"bepridil",300,"nM",72.78,"hERG"
"bepridil",300,"nM",74.71,"hERG"
"bepridil",300,"nM",84.11,"hERG"
