"drug","conc","units","block","channel"
"loratadine",0.455,"nM","-2.2008253094910613","hERG"
"loratadine",0.455,"nM","-2.7633851468048309","hERG"
"loratadine",0.455,"nM","-4.4717719396310862","hERG"
"loratadine",4.55,"nM","-3.7138927097661645","hERG"
"loratadine",4.55,"nM","-0.69084628670121884","hERG"
"loratadine",4.55,"nM","-3.4656232532140896","hERG"
"loratadine",455,"nM","20.357634112792301","hERG"
"loratadine",455,"nM","25.734024179620029","hERG"
"loratadine",455,"nM","9.1112353269983242","hERG"
"loratadine",35000,"nM","98.445595854922274","hERG"
"loratadine",35000,"nM","99.862448418156816","hERG"
"loratadine",35000,"nM","97.540525433202902","hERG"
"ibutilide",10,"nM","9.7859327217125429","hERG"
"ibutilide",10,"nM","20.258620689655171","hERG"
"ibutilide",10,"nM","12.186379928315416","hERG"
"ibutilide",10,"nM","16.426193118756938","hERG"
"ibutilide",10,"nM","25.155925155925154","hERG"
"ibutilide",100,"nM","91.009988901220865","hERG"
"ibutilide",100,"nM","89.602446483180429","hERG"
"ibutilide",100,"nM","94.073275862068968","hERG"
"ibutilide",100,"nM","92.234169653524489","hERG"
"ibutilide",100,"nM","95.530145530145532","hERG"
"ibutilide",1000,"nM","100","hERG"
"ibutilide",1000,"nM","101.66481687014428","hERG"
"ibutilide",1000,"nM","98.165137614678898","hERG"
"ibutilide",1000,"nM","99.46120689655173","hERG"
"ibutilide",1000,"nM","100.72765072765073","hERG"
"ibutilide",10000,"nM","102.04741379310344","hERG"
"ibutilide",10000,"nM","99.402628434886495","hERG"
"ibutilide",10000,"nM","101.66481687014428","hERG"
"ibutilide",10000,"nM","99.694189602446485","hERG"
"ibutilide",10000,"nM","100.2079002079002","hERG"
"metoprolol",1800.18,"nM","-0.46136101499423265","hERG"
"metoprolol",1800.18,"nM","-1.6689847009735637","hERG"
"metoprolol",1800.18,"nM","6.5124250214224517","hERG"
"metoprolol",1800.18,"nM","3.1394275161588214","hERG"
"metoprolol",1800.18,"nM","2.8348688873139571","hERG"
"metoprolol",1800.18,"nM","-18.122977346278326","hERG"
"metoprolol",18001.8,"nM","13.678242381289863","hERG"
"metoprolol",18001.8,"nM","9.4579008073817796","hERG"
"metoprolol",18001.8,"nM","8.7621696801112652","hERG"
"metoprolol",18001.8,"nM","18.166238217652097","hERG"
"metoprolol",18001.8,"nM","17.820867959372112","hERG"
"metoprolol",18001.8,"nM","4.4228694714131596","hERG"
"metoprolol",180018,"nM","62.419205909510623","hERG"
"metoprolol",180018,"nM","55.421686746987952","hERG"
"metoprolol",180018,"nM","51.6724336793541","hERG"
"metoprolol",180018,"nM","51.251738525730175","hERG"
"metoprolol",180018,"nM","54.327335047129388","hERG"
"metoprolol",180018,"nM","51.240560949298811","hERG"
"metoprolol",438000,"nM","74.721508140531284","hERG"
"metoprolol",438000,"nM","74.053554939981538","hERG"
"metoprolol",438000,"nM","76.683203401842675","hERG"
"metoprolol",438000,"nM","73.356401384083043","hERG"
"metoprolol",438000,"nM","73.43532684283727","hERG"
"metoprolol",438000,"nM","72.599784250269693","hERG"
"droperidol",16,"nM","20.31630170316302","hERG"
"droperidol",16,"nM","10.95890410958904","hERG"
"droperidol",16,"nM","2.6315789473684181","hERG"
"droperidol",16,"nM","4.3256997455470731","hERG"
"droperidol",16,"nM","4.875518672199175","hERG"
"droperidol",16,"nM","7.5604838709677384","hERG"
"droperidol",160,"nM","32.468879668049787","hERG"
"droperidol",160,"nM","57.177615571776165","hERG"
"droperidol",160,"nM","49.315068493150683","hERG"
"droperidol",160,"nM","34.842105263157897","hERG"
"droperidol",160,"nM","46.43765903307888","hERG"
"droperidol",160,"nM","42.741935483870961","hERG"
"droperidol",1600,"nM","94.274809160305338","hERG"
"droperidol",1600,"nM","87.136929460580916","hERG"
