"drug","conc","units","block","channel"
"loratadine",0.45,"nM","31.219512195121958","hERG"
"loratadine",0.45,"nM","10.476190476190473","hERG"
"loratadine",0.45,"nM","16.645489199491735","hERG"
"loratadine",4.5,"nM","45.853658536585364","hERG"
"loratadine",4.5,"nM","24.761904761904763","hERG"
"loratadine",4.5,"nM","30.114358322744593","hERG"
"loratadine",450,"nM","62.439024390243901","hERG"
"loratadine",450,"nM","45.952380952380956","hERG"
"loratadine",450,"nM","46.378653113087672","hERG"
"loratadine",35000,"nM","100","hERG"
"loratadine",35000,"nM","99.071428571428569","hERG"
"loratadine",35000,"nM","95.044472681067347","hERG"
"ibutilide",10,"nM","52.94599018003273","hERG"
"ibutilide",10,"nM","12.92716266354228","hERG"
"ibutilide",10,"nM","44.594594594594597","hERG"
"ibutilide",10,"nM","44.421487603305785","hERG"
"ibutilide",100,"nM","96.481178396072011","hERG"
"ibutilide",100,"nM","93.419254051942985","hERG"
"ibutilide",100,"nM","81.756756756756758","hERG"
"ibutilide",100,"nM","94.008264462809919","hERG"
"ibutilide",1000,"nM","98.117839607201304","hERG"
"ibutilide",1000,"nM","99.179847685998823","hERG"
"ibutilide",1000,"nM","89.86486486486487","hERG"
"ibutilide",1000,"nM","97.727272727272734","hERG"
"ibutilide",10000,"nM","98.117839607201304","hERG"
"ibutilide",10000,"nM","99.218902558094129","hERG"
"ibutilide",10000,"nM","95.270270270270274","hERG"
"ibutilide",10000,"nM","98.966942148760324","hERG"
"metoprolol",1800,"nM","7.5441412520064199","hERG"
"metoprolol",1800,"nM","35.433070866141733","hERG"
"metoprolol",1800,"nM","8.5848423876592861","hERG"
"metoprolol",1800,"nM","13.69606003752345","hERG"
"metoprolol",18000,"nM","32.102728731942221","hERG"
"metoprolol",18000,"nM","51.181102362204726","hERG"
"metoprolol",18000,"nM","12.810194500335347","hERG"
"metoprolol",18000,"nM","40.33771106941839","hERG"
"metoprolol",180000,"nM","84.109149277688601","hERG"
"metoprolol",180000,"nM","89.606299212598429","hERG"
"metoprolol",180000,"nM","62.240107310529844","hERG"
"metoprolol",180000,"nM","78.236397748592864","hERG"
"metoprolol",438000,"nM","95.433070866141733","hERG"
"metoprolol",438000,"nM","86.3849765258216","hERG"
"metoprolol",438000,"nM","88.930581613508437","hERG"
"droperidol",16,"nM","28.658536585365859","hERG"
"droperidol",16,"nM","14.313725490196083","hERG"
"droperidol",16,"nM","28.712871287128717","hERG"
"droperidol",160,"nM","72.408536585365852","hERG"
"droperidol",160,"nM","72.156862745098039","hERG"
"droperidol",160,"nM","64.950495049504951","hERG"
"droperidol",1600,"nM","94.969512195121951","hERG"
"droperidol",1600,"nM","96.17647058823529","hERG"
"droperidol",1600,"nM","94.653465346534645","hERG"
"droperidol",16000,"nM","97.103658536585371","hERG"
"droperidol",16000,"nM","96.274509803921575","hERG"
"droperidol",16000,"nM","98.336633663366342","hERG"
"domperidone",20,"nM","23.185483870967737","hERG"
"domperidone",20,"nM","12.606837606837606","hERG"
"domperidone",20,"nM","37.214611872146122","hERG"
"domperidone",200,"nM","69.153225806451616","hERG"
"domperidone",200,"nM","64.316239316239304","hERG"
"domperidone",200,"nM","81.963470319634695","hERG"
"domperidone",2000,"nM","96.774193548387103","hERG"
"domperidone",2000,"nM","95.726495726495727","hERG"
"domperidone",2000,"nM","97.031963470319639","hERG"
"domperidone",20000,"nM","97.379032258064512","hERG"
"domperidone",20000,"nM","98.504273504273513","hERG"
"domperidone",20000,"nM","99.847792998477928","hERG"
"nifedipine",7.7,"nM","14.990859232175502","hERG"
"nifedipine",7.7,"nM","14.28571428571429","hERG"
"nifedipine",7.7,"nM","11.896551724137927","hERG"
"nifedipine",77,"nM","17.367458866544794","hERG"
"nifedipine",77,"nM","21.332046332046328","hERG"
"nifedipine",77,"nM","19.999999999999996","hERG"
"nifedipine",7700,"nM","28.884826325411339","hERG"
"nifedipine",7700,"nM","42.181467181467184","hERG"
"nifedipine",7700,"nM","36.896551724137929","hERG"
"nifedipine",51100,"nM","48.628884826325411","hERG"
"nifedipine",51100,"nM","60.424710424710426","hERG"
"nifedipine",51100,"nM","41.379310344827594","hERG"
"nitrendipine",3.02,"nM","13.48314606741573","hERG"
"nitrendipine",3.02,"nM","6.4516129032258114","hERG"
