"drug","conc","units","block","channel"
"loratadine",0.45,"nM",0.125945000000002,"hERG"
"loratadine",4.5,"nM",9.92823,"hERG"
"loratadine",450,"nM",16.814159,"hERG"
"loratadine",35000,"nM",91.6083916,"hERG"
"loratadine",0.45,"nM",0.386099999999999,"hERG"
"loratadine",4.5,"nM",17.357387,"hERG"
"loratadine",450,"nM",13.513514,"hERG"
"loratadine",35000,"nM",92.0944559,"hERG"
"loratadine",0.45,"nM",9.75935799999999,"hERG"
"loratadine",4.5,"nM",5.30821900000001,"hERG"
"loratadine",450,"nM",10.475852,"hERG"
"loratadine",35000,"nM",92.1325052,"hERG"
"ibutilide",10,"nM",33.811691,"hERG"
"ibutilide",100,"nM",92.8246412,"hERG"
"ibutilide",1000,"nM",94.119706,"hERG"
"ibutilide",10000,"nM",94.8547427,"hERG"
"ibutilide",10,"nM",25.844476,"hERG"
"ibutilide",100,"nM",97.624912,"hERG"
"ibutilide",1000,"nM",98.3110486,"hERG"
"ibutilide",10000,"nM",98.4342013,"hERG"
"ibutilide",10,"nM",34.53433,"hERG"
"ibutilide",100,"nM",90.2447315,"hERG"
"ibutilide",1000,"nM",97.4167233,"hERG"
"ibutilide",10000,"nM",97.4507138,"hERG"
"ibutilide",10,"nM",22.17765,"hERG"
"ibutilide",100,"nM",89.111748,"hERG"
"ibutilide",1000,"nM",94.5558739,"hERG"
"ibutilide",10000,"nM",94.0974212,"hERG"
"metoprolol",1800,"nM",7.08092500000001,"hERG"
"metoprolol",18000,"nM",20.736994,"hERG"
"metoprolol",180000,"nM",60.260116,"hERG"
"metoprolol",438000,"nM",77.384393,"hERG"
"metoprolol",1800,"nM",7.98446299999999,"hERG"
"metoprolol",18000,"nM",17.522659,"hERG"
"metoprolol",180000,"nM",61.113509,"hERG"
"metoprolol",438000,"nM",79.024601,"hERG"
"metoprolol",1800,"nM",4.815133,"hERG"
"metoprolol",18000,"nM",11.285469,"hERG"
"metoprolol",180000,"nM",52.429063,"hERG"
"metoprolol",438000,"nM",75.623388,"hERG"
"droperidol",16,"nM",-9.51621,"hERG"
"droperidol",160,"nM",19.564062,"hERG"
"droperidol",1600,"nM",88.144604,"hERG"
"droperidol",16000,"nM",95.8001063,"hERG"
"droperidol",16,"nM",6.962457,"hERG"
"droperidol",160,"nM",31.399317,"hERG"
"droperidol",1600,"nM",88.532423,"hERG"
"droperidol",16000,"nM",97.440273,"hERG"
"droperidol",16,"nM",16.398831,"hERG"
"droperidol",160,"nM",35.792549,"hERG"
"droperidol",1600,"nM",88.239591,"hERG"
