drug,conc,units,channel,block
mexiletine,1.00E+05,nM,IK1,35.74659613
mexiletine,1.00E+05,nM,IK1,55.45576861
ondansetron,300,nM,Ito,3.984775518
ondansetron,300,nM,Ito,-6.054723547
ondansetron,300,nM,Ito,0.603138709
ondansetron,300,nM,Ito,6.629401926
ondansetron,300,nM,Ito,-8.515990632
ondansetron,300,nM,Ito,-5.221422489
ondansetron,1000,nM,Ito,-7.573244789
ondansetron,1000,nM,Ito,-18.11865163
ondansetron,1000,nM,Ito,3.96119471
ondansetron,1000,nM,Ito,9.650798106
ondansetron,1000,nM,Ito,4.547011037
ondansetron,1000,nM,Ito,-2.069287512
ondansetron,3000,nM,Ito,-5.940545496
ondansetron,3000,nM,Ito,1.981192296
ondansetron,3000,nM,Ito,5.166108671
ondansetron,3000,nM,Ito,-11.73096952
ondansetron,3000,nM,Ito,4.954796135
ondansetron,3000,nM,Ito,3.733550023
ondansetron,10000,nM,Ito,0.620425438
ondansetron,10000,nM,Ito,6.433091688
ondansetron,10000,nM,Ito,-9.540306926
ondansetron,10000,nM,Ito,6.349520827
ondansetron,10000,nM,Ito,-4.850207552
ondansetron,10000,nM,Ito,7.517728679
bepridil,9,nM,Ito,-7.951638525
bepridil,9,nM,Ito,10.51292499
bepridil,9,nM,Ito,-0.540107256
bepridil,9,nM,Ito,9.592828965
bepridil,9,nM,Ito,7.15762116
bepridil,9,nM,Ito,-10.51909655
bepridil,30,nM,Ito,3.177701825
bepridil,30,nM,Ito,5.065755079
bepridil,30,nM,Ito,4.328739332
bepridil,30,nM,Ito,-20.78126089
bepridil,30,nM,Ito,-3.447429444
bepridil,30,nM,Ito,-12.41115756
bepridil,90,nM,Ito,5.16537264
bepridil,90,nM,Ito,-1.353753964
bepridil,90,nM,Ito,-5.196365932
bepridil,90,nM,Ito,-6.262322903
bepridil,90,nM,Ito,4.715305413
bepridil,90,nM,Ito,-15.58622313
bepridil,300,nM,Ito,2.113413976
bepridil,300,nM,Ito,4.775973709
bepridil,300,nM,Ito,-3.705395209
bepridil,300,nM,Ito,-0.014368433
bepridil,300,nM,Ito,-12.35811231
bepridil,300,nM,Ito,15.39101648
chlorpromazine,90,nM,Ito,2.888287194
chlorpromazine,90,nM,Ito,5.800236771
chlorpromazine,90,nM,Ito,9.102538703
chlorpromazine,90,nM,Ito,-5.95893487
chlorpromazine,90,nM,Ito,-20.04511726
chlorpromazine,90,nM,Ito,0.941116146
chlorpromazine,300,nM,Ito,9.405581463
chlorpromazine,300,nM,Ito,8.960659308
chlorpromazine,300,nM,Ito,-4.14528466
chlorpromazine,300,nM,Ito,-0.200598368
chlorpromazine,300,nM,Ito,0.840796571
chlorpromazine,300,nM,Ito,3.230606581
chlorpromazine,900,nM,Ito,7.037913235
chlorpromazine,900,nM,Ito,4.089277087
chlorpromazine,900,nM,Ito,1.011831549
chlorpromazine,900,nM,Ito,7.49976833
chlorpromazine,900,nM,Ito,1.496795125
chlorpromazine,900,nM,Ito,3.958920485
chlorpromazine,3000,nM,Ito,17.67634112
chlorpromazine,3000,nM,Ito,16.67747281
chlorpromazine,3000,nM,Ito,11.0558016
chlorpromazine,3000,nM,Ito,2.480584439
chlorpromazine,3000,nM,Ito,-5.467307143
chlorpromazine,3000,nM,Ito,6.281593584
terfenadine,9,nM,Ito,0.293753405
terfenadine,9,nM,Ito,19.43630154
terfenadine,9,nM,Ito,-4.727991393
terfenadine,9,nM,Ito,-1.104723165
terfenadine,9,nM,Ito,-3.533906229
terfenadine,9,nM,Ito,-11.61883832
terfenadine,30,nM,Ito,10.10871855
terfenadine,30,nM,Ito,8.346457478
terfenadine,30,nM,Ito,-4.364833155
terfenadine,30,nM,Ito,-16.46040045
terfenadine,30,nM,Ito,7.306017167
terfenadine,30,nM,Ito,-5.744665992
terfenadine,90,nM,Ito,3.230104559
terfenadine,90,nM,Ito,6.458150161
terfenadine,90,nM,Ito,9.212060735
terfenadine,90,nM,Ito,0.878326613
terfenadine,90,nM,Ito,6.093862176
terfenadine,90,nM,Ito,2.415432074
terfenadine,300,nM,Ito,13.1901605
terfenadine,300,nM,Ito,2.966678175
terfenadine,300,nM,Ito,-2.373055201
terfenadine,300,nM,Ito,1.827172476
terfenadine,300,nM,Ito,-11.04042933
terfenadine,300,nM,Ito,-2.499539221
ranolazine,3000,nM,Ito,3.752081156
ranolazine,3000,nM,Ito,8.606947799
ranolazine,3000,nM,Ito,5.906763729
ranolazine,3000,nM,Ito,-8.192724901
ranolazine,3000,nM,Ito,7.936312689
ranolazine,3000,nM,Ito,0.809657157
ranolazine,10000,nM,Ito,7.83591717
ranolazine,10000,nM,Ito,14.78774882
ranolazine,10000,nM,Ito,-1.786565654
ranolazine,10000,nM,Ito,2.302182598
ranolazine,10000,nM,Ito,11.46383393
ranolazine,10000,nM,Ito,13.77782627
ranolazine,30000,nM,Ito,18.60013314
ranolazine,30000,nM,Ito,14.36062905
ranolazine,30000,nM,Ito,18.92204232
ranolazine,30000,nM,Ito,19.79563242
ranolazine,30000,nM,Ito,14.19520525
ranolazine,30000,nM,Ito,19.7256319
ranolazine,1.00E+05,nM,Ito,27.8121292
ranolazine,1.00E+05,nM,Ito,29.34553143
ranolazine,1.00E+05,nM,Ito,16.86592661
ranolazine,1.00E+05,nM,Ito,25.02978737
ranolazine,1.00E+05,nM,Ito,33.0143883
ranolazine,1.00E+05,nM,Ito,18.64327604
sotalol,9000,nM,Ito,2.313210201
sotalol,9000,nM,Ito,-18.07204322
sotalol,9000,nM,Ito,-4.16329357
sotalol,9000,nM,Ito,-1.698077005
sotalol,9000,nM,Ito,-7.719545128
sotalol,9000,nM,Ito,-9.142238972
sotalol,30000,nM,Ito,-8.528482673
sotalol,30000,nM,Ito,-6.729489966
sotalol,30000,nM,Ito,6.332992785
sotalol,30000,nM,Ito,-2.532970844
sotalol,30000,nM,Ito,5.509042384
sotalol,30000,nM,Ito,8.601773871
sotalol,90000,nM,Ito,-4.75541679
sotalol,90000,nM,Ito,-15.75564705
sotalol,90000,nM,Ito,-9.183833539
sotalol,90000,nM,Ito,-7.377578075
sotalol,90000,nM,Ito,1.151403897
sotalol,90000,nM,Ito,3.816743614
sotalol,3.00E+05,nM,Ito,-12.56807692
sotalol,3.00E+05,nM,Ito,-10.77222688
sotalol,3.00E+05,nM,Ito,1.160213047
sotalol,3.00E+05,nM,Ito,2.344969982
sotalol,3.00E+05,nM,Ito,-5.925037217
sotalol,3.00E+05,nM,Ito,-6.64767184
diltiazem,3000,nM,Ito,3.298190391
diltiazem,3000,nM,Ito,2.459283164
diltiazem,3000,nM,Ito,0.019473055
diltiazem,3000,nM,Ito,4.999828043
diltiazem,3000,nM,Ito,-12.52927419
diltiazem,3000,nM,Ito,-16.05183726
diltiazem,10000,nM,Ito,13.09850217
diltiazem,10000,nM,Ito,7.716331431
diltiazem,10000,nM,Ito,-7.895011609
diltiazem,10000,nM,Ito,25.51735141
diltiazem,10000,nM,Ito,4.938040992
diltiazem,10000,nM,Ito,12.01083971
diltiazem,30000,nM,Ito,32.06247551
diltiazem,30000,nM,Ito,24.86061843
diltiazem,30000,nM,Ito,34.80451595
diltiazem,30000,nM,Ito,29.53074591
diltiazem,30000,nM,Ito,27.79096717
diltiazem,30000,nM,Ito,25.01472854
diltiazem,1.00E+05,nM,Ito,60.00609144
diltiazem,1.00E+05,nM,Ito,62.88392604
diltiazem,1.00E+05,nM,Ito,57.44811109
diltiazem,1.00E+05,nM,Ito,59.86465448
diltiazem,1.00E+05,nM,Ito,57.73746167
diltiazem,1.00E+05,nM,Ito,59.09531616
cisapride,0.9,nM,Ito,-0.080458179
cisapride,0.9,nM,Ito,0.56763356
cisapride,0.9,nM,Ito,-4.607341384
cisapride,0.9,nM,Ito,-2.713655688
cisapride,0.9,nM,Ito,-0.172576143
cisapride,0.9,nM,Ito,-1.269550814
cisapride,9,nM,Ito,-7.714787314
cisapride,9,nM,Ito,-5.206742798
cisapride,9,nM,Ito,0.930997781
cisapride,9,nM,Ito,1.595305904
cisapride,9,nM,Ito,-12.10632117
cisapride,9,nM,Ito,5.427832379
cisapride,90,nM,Ito,9.832769759
cisapride,90,nM,Ito,6.618062118
cisapride,90,nM,Ito,-15.82310354
cisapride,90,nM,Ito,-9.529579456
cisapride,90,nM,Ito,3.296084174
cisapride,90,nM,Ito,-18.19044475
cisapride,300,nM,Ito,10.8048632
cisapride,300,nM,Ito,15.62101642
cisapride,300,nM,Ito,6.388559137
cisapride,300,nM,Ito,9.964730276
cisapride,300,nM,Ito,-6.634365976
cisapride,300,nM,Ito,1.030236973
dofetilide,1,nM,Ito,-2.202295868
dofetilide,1,nM,Ito,9.886192981
dofetilide,1,nM,Ito,-0.240323103
dofetilide,1,nM,Ito,2.822402389
dofetilide,1,nM,Ito,-1.877734492
dofetilide,1,nM,Ito,-6.476611469
dofetilide,3,nM,Ito,2.155755941
dofetilide,3,nM,Ito,2.640601405
dofetilide,3,nM,Ito,1.710595247
dofetilide,3,nM,Ito,-3.831632674
dofetilide,3,nM,Ito,-6.361885352
dofetilide,3,nM,Ito,-17.36688394
dofetilide,10,nM,Ito,-8.359439582
dofetilide,10,nM,Ito,4.514202965
dofetilide,10,nM,Ito,-2.381777576
dofetilide,10,nM,Ito,4.76542689
dofetilide,10,nM,Ito,-2.344315117
dofetilide,10,nM,Ito,-7.348675378
dofetilide,100,nM,Ito,3.274163489
dofetilide,100,nM,Ito,7.972311701
dofetilide,100,nM,Ito,1.026468318
dofetilide,100,nM,Ito,-0.04742081
dofetilide,100,nM,Ito,-1.789718842
dofetilide,100,nM,Ito,-2.326408835
quinidine,100,nM,Ito,-4.643001324
quinidine,100,nM,Ito,-2.022965451
quinidine,100,nM,Ito,-1.318252477
quinidine,100,nM,Ito,4.195362396
quinidine,100,nM,Ito,2.176556483
quinidine,100,nM,Ito,10.14288318
quinidine,300,nM,Ito,-0.142363575
quinidine,300,nM,Ito,-2.414772501
quinidine,300,nM,Ito,-4.143721457
quinidine,300,nM,Ito,-8.2081703
quinidine,300,nM,Ito,7.097836421
quinidine,300,nM,Ito,4.107990685
quinidine,1000,nM,Ito,6.466763036
quinidine,1000,nM,Ito,26.82671522
quinidine,1000,nM,Ito,12.23206153
quinidine,1000,nM,Ito,13.34689372
quinidine,1000,nM,Ito,3.132397129
quinidine,1000,nM,Ito,10.21727065
quinidine,10000,nM,Ito,32.97702929
quinidine,10000,nM,Ito,42.05840106
quinidine,10000,nM,Ito,24.57890732
quinidine,10000,nM,Ito,30.17317433
quinidine,10000,nM,Ito,17.35802496
quinidine,10000,nM,Ito,36.40893341
mexiletine,1000,nM,Ito,-1.527958807
mexiletine,1000,nM,Ito,7.138954185
mexiletine,1000,nM,Ito,4.739126017
mexiletine,1000,nM,Ito,0.233195119
mexiletine,1000,nM,Ito,-7.215374838
mexiletine,1000,nM,Ito,9.834261016
mexiletine,10000,nM,Ito,9.770348604
mexiletine,10000,nM,Ito,20.39868758
mexiletine,10000,nM,Ito,-0.665211065
mexiletine,10000,nM,Ito,11.06348829
mexiletine,10000,nM,Ito,6.502805354
mexiletine,10000,nM,Ito,10.76755086
mexiletine,30000,nM,Ito,15.97643293
mexiletine,30000,nM,Ito,14.25638783
mexiletine,30000,nM,Ito,21.21274705
mexiletine,30000,nM,Ito,24.07258369
mexiletine,30000,nM,Ito,18.00624132
mexiletine,30000,nM,Ito,6.762444389
mexiletine,1.00E+05,nM,Ito,30.87977828
mexiletine,1.00E+05,nM,Ito,28.42933858
mexiletine,1.00E+05,nM,Ito,37.68612243
mexiletine,1.00E+05,nM,Ito,42.69336135
mexiletine,1.00E+05,nM,Ito,37.87626998
mexiletine,1.00E+05,nM,Ito,39.68041817
ondansetron,300,nM,INaL,-2.697
ondansetron,300,nM,INaL,-3.649
ondansetron,300,nM,INaL,-12.345
ondansetron,300,nM,INaL,-7.257
ondansetron,300,nM,INaL,10.731
ondansetron,300,nM,INaL,18.17
ondansetron,1000,nM,INaL,13.521
ondansetron,1000,nM,INaL,10.995
ondansetron,1000,nM,INaL,2.785
ondansetron,1000,nM,INaL,11.863
ondansetron,1000,nM,INaL,10.392
ondansetron,1000,nM,INaL,4.603
ondansetron,3000,nM,INaL,21.41
ondansetron,3000,nM,INaL,34.6
ondansetron,3000,nM,INaL,27.926
ondansetron,3000,nM,INaL,36.404
ondansetron,3000,nM,INaL,15.948
ondansetron,3000,nM,INaL,20.941
ondansetron,10000,nM,INaL,53.669
ondansetron,10000,nM,INaL,73.895
ondansetron,10000,nM,INaL,69.487
ondansetron,10000,nM,INaL,62.967
ondansetron,10000,nM,INaL,51.219
ondansetron,10000,nM,INaL,58.896
bepridil,9,nM,INaL,-9.27
bepridil,9,nM,INaL,8.452
bepridil,9,nM,INaL,-5.097
bepridil,9,nM,INaL,6.282
bepridil,9,nM,INaL,-6.131
bepridil,9,nM,INaL,2.481
bepridil,30,nM,INaL,7.696
bepridil,30,nM,INaL,-0.198
bepridil,30,nM,INaL,-5.039
bepridil,30,nM,INaL,-17.394
bepridil,30,nM,INaL,0.972
bepridil,30,nM,INaL,-0.945
bepridil,90,nM,INaL,21.097
bepridil,90,nM,INaL,1.585
bepridil,90,nM,INaL,13.225
bepridil,90,nM,INaL,7.909
bepridil,90,nM,INaL,-0.738
bepridil,90,nM,INaL,13.41
bepridil,300,nM,INaL,41.887
bepridil,300,nM,INaL,53.481
bepridil,300,nM,INaL,51.171
bepridil,300,nM,INaL,51.37
bepridil,300,nM,INaL,37.222
bepridil,300,nM,INaL,27.111
chlorpromazine,90,nM,INaL,7.58
chlorpromazine,90,nM,INaL,5.213
chlorpromazine,90,nM,INaL,-9.361
chlorpromazine,90,nM,INaL,7.202
chlorpromazine,90,nM,INaL,-10.389
chlorpromazine,90,nM,INaL,9.424
chlorpromazine,300,nM,INaL,37.237
chlorpromazine,300,nM,INaL,26.223
chlorpromazine,300,nM,INaL,6.621
chlorpromazine,300,nM,INaL,17.46
chlorpromazine,300,nM,INaL,24.346
chlorpromazine,300,nM,INaL,8.848
chlorpromazine,900,nM,INaL,78.117
chlorpromazine,900,nM,INaL,72.496
chlorpromazine,900,nM,INaL,59.585
chlorpromazine,900,nM,INaL,50.155
chlorpromazine,900,nM,INaL,69.474
chlorpromazine,900,nM,INaL,43.421
chlorpromazine,3000,nM,INaL,94.195
chlorpromazine,3000,nM,INaL,92.345
chlorpromazine,3000,nM,INaL,92.712
chlorpromazine,3000,nM,INaL,93.791
chlorpromazine,3000,nM,INaL,97.727
chlorpromazine,3000,nM,INaL,95.807
terfenadine,9,nM,INaL,-1.709
terfenadine,9,nM,INaL,29.289
terfenadine,9,nM,INaL,-7.376
terfenadine,9,nM,INaL,2.119
terfenadine,9,nM,INaL,4.159
terfenadine,30,nM,INaL,27.136
terfenadine,30,nM,INaL,48.117
terfenadine,30,nM,INaL,19.583
terfenadine,30,nM,INaL,11.618
terfenadine,30,nM,INaL,1.795
terfenadine,30,nM,INaL,20.429
terfenadine,90,nM,INaL,40.052
terfenadine,90,nM,INaL,57.21
terfenadine,90,nM,INaL,43.953
terfenadine,90,nM,INaL,42.817
terfenadine,90,nM,INaL,42.201
terfenadine,90,nM,INaL,54.12
terfenadine,300,nM,INaL,83.162
terfenadine,300,nM,INaL,84.474
terfenadine,300,nM,INaL,79.535
terfenadine,300,nM,INaL,81.648
terfenadine,300,nM,INaL,66.92
terfenadine,300,nM,INaL,74.094
ranolazine,3000,nM,INaL,37.892
ranolazine,3000,nM,INaL,37.531
ranolazine,3000,nM,INaL,37.308
ranolazine,3000,nM,INaL,40.312
ranolazine,3000,nM,INaL,27.711
ranolazine,3000,nM,INaL,22.029
ranolazine,10000,nM,INaL,64.275
ranolazine,10000,nM,INaL,68.067
ranolazine,10000,nM,INaL,65.069
ranolazine,10000,nM,INaL,62.571
ranolazine,10000,nM,INaL,54.728
ranolazine,10000,nM,INaL,58.938
ranolazine,30000,nM,INaL,83.782
ranolazine,30000,nM,INaL,85.992
ranolazine,30000,nM,INaL,78.242
ranolazine,30000,nM,INaL,87.409
ranolazine,30000,nM,INaL,80.768
ranolazine,30000,nM,INaL,86.179
ranolazine,1.00E+05,nM,INaL,91.728
ranolazine,1.00E+05,nM,INaL,92.229
ranolazine,1.00E+05,nM,INaL,92.665
ranolazine,1.00E+05,nM,INaL,96.544
ranolazine,1.00E+05,nM,INaL,95.972
sotalol,9000,nM,INaL,3.702
sotalol,9000,nM,INaL,-18.132
sotalol,9000,nM,INaL,12.91
sotalol,9000,nM,INaL,4.962
sotalol,9000,nM,INaL,-10.52
sotalol,9000,nM,INaL,3.19
sotalol,30000,nM,INaL,2.915
sotalol,30000,nM,INaL,-3.686
sotalol,30000,nM,INaL,10.12
sotalol,30000,nM,INaL,3.569
sotalol,30000,nM,INaL,1.033
sotalol,30000,nM,INaL,11.535
sotalol,90000,nM,INaL,-7.776
sotalol,90000,nM,INaL,-10.018
sotalol,90000,nM,INaL,3.401
sotalol,90000,nM,INaL,-3.838
sotalol,90000,nM,INaL,5.638
sotalol,90000,nM,INaL,-2.813
sotalol,3.00E+05,nM,INaL,-7.545
sotalol,3.00E+05,nM,INaL,3.7
sotalol,3.00E+05,nM,INaL,-0.441
sotalol,3.00E+05,nM,INaL,-0.78
sotalol,3.00E+05,nM,INaL,5.981
sotalol,3.00E+05,nM,INaL,-6.26
diltiazem,3000,nM,INaL,43.525
diltiazem,3000,nM,INaL,44.497
diltiazem,3000,nM,INaL,51.611
diltiazem,3000,nM,INaL,55.38
diltiazem,3000,nM,INaL,46.572
diltiazem,3000,nM,INaL,50.735
diltiazem,10000,nM,INaL,80.875
diltiazem,10000,nM,INaL,82.018
diltiazem,10000,nM,INaL,83.968
diltiazem,10000,nM,INaL,81.652
diltiazem,10000,nM,INaL,79.397
diltiazem,10000,nM,INaL,77.781
diltiazem,30000,nM,INaL,89.287
diltiazem,30000,nM,INaL,95.461
diltiazem,30000,nM,INaL,90.454
diltiazem,30000,nM,INaL,93.719
diltiazem,30000,nM,INaL,86.617
diltiazem,30000,nM,INaL,85.606
diltiazem,1.00E+05,nM,INaL,90.901
diltiazem,1.00E+05,nM,INaL,98.599
diltiazem,1.00E+05,nM,INaL,97.309
diltiazem,1.00E+05,nM,INaL,100.551
diltiazem,1.00E+05,nM,INaL,92.146
diltiazem,1.00E+05,nM,INaL,92.608
cisapride,0.9,nM,INaL,11.113
cisapride,0.9,nM,INaL,1.721
cisapride,0.9,nM,INaL,-8.577
cisapride,0.9,nM,INaL,0.26
cisapride,0.9,nM,INaL,-6.548
cisapride,0.9,nM,INaL,-2.125
cisapride,9,nM,INaL,7.886
cisapride,9,nM,INaL,10.771
cisapride,9,nM,INaL,-10.43
cisapride,9,nM,INaL,3.641
cisapride,9,nM,INaL,-2.049
cisapride,9,nM,INaL,-9.679
cisapride,90,nM,INaL,16.596
cisapride,90,nM,INaL,-2.328
cisapride,90,nM,INaL,8.278
cisapride,90,nM,INaL,4.787
cisapride,90,nM,INaL,-2.437
cisapride,300,nM,INaL,36.822
cisapride,300,nM,INaL,37.691
cisapride,300,nM,INaL,32.119
cisapride,300,nM,INaL,34.566
cisapride,300,nM,INaL,27.261
cisapride,300,nM,INaL,22.5
dofetilide,1,nM,INaL,10.327
dofetilide,1,nM,INaL,11.917
dofetilide,1,nM,INaL,5.822
dofetilide,1,nM,INaL,32.71
dofetilide,1,nM,INaL,-9.252
dofetilide,1,nM,INaL,-9.482
dofetilide,3,nM,INaL,11.771
dofetilide,3,nM,INaL,15.791
dofetilide,3,nM,INaL,-10.701
dofetilide,3,nM,INaL,17.269
dofetilide,3,nM,INaL,-12.265
dofetilide,3,nM,INaL,-6.552
dofetilide,10,nM,INaL,14.373
dofetilide,10,nM,INaL,-4.269
dofetilide,10,nM,INaL,-6.14
dofetilide,10,nM,INaL,20.894
dofetilide,10,nM,INaL,-2.481
dofetilide,10,nM,INaL,-12.85
dofetilide,100,nM,INaL,5.193
dofetilide,100,nM,INaL,31.091
dofetilide,100,nM,INaL,4.8
dofetilide,100,nM,INaL,17.235
dofetilide,100,nM,INaL,-5.867
dofetilide,100,nM,INaL,-16.667
quinidine,100,nM,INaL,6.41
quinidine,100,nM,INaL,15.385
quinidine,100,nM,INaL,1.514
quinidine,100,nM,INaL,22.301
quinidine,100,nM,INaL,-13.415
quinidine,100,nM,INaL,-7.124
quinidine,300,nM,INaL,16.765
quinidine,300,nM,INaL,21.519
quinidine,300,nM,INaL,1.923
quinidine,300,nM,INaL,22.389
quinidine,300,nM,INaL,6.931
quinidine,300,nM,INaL,10.369
quinidine,1000,nM,INaL,27.88
quinidine,1000,nM,INaL,43.553
quinidine,1000,nM,INaL,28.556
quinidine,1000,nM,INaL,42.46
quinidine,1000,nM,INaL,26.065
quinidine,1000,nM,INaL,25.77
quinidine,10000,nM,INaL,81.008
quinidine,10000,nM,INaL,85.18
quinidine,10000,nM,INaL,80.868
quinidine,10000,nM,INaL,84.429
quinidine,10000,nM,INaL,67.623
quinidine,10000,nM,INaL,69.556
mexiletine,1000,nM,INaL,14.486
mexiletine,1000,nM,INaL,23.482
mexiletine,1000,nM,INaL,16.542
mexiletine,1000,nM,INaL,30.149
mexiletine,1000,nM,INaL,16.122
mexiletine,1000,nM,INaL,12.443
mexiletine,10000,nM,INaL,56.319
mexiletine,10000,nM,INaL,79.968
mexiletine,10000,nM,INaL,74.906
mexiletine,10000,nM,INaL,60.253
mexiletine,10000,nM,INaL,63.03
mexiletine,10000,nM,INaL,63.563
mexiletine,30000,nM,INaL,91.26
mexiletine,30000,nM,INaL,94.592
mexiletine,30000,nM,INaL,85.853
mexiletine,30000,nM,INaL,96.902
mexiletine,30000,nM,INaL,73.025
mexiletine,30000,nM,INaL,83.943
mexiletine,1.00E+05,nM,INaL,95.756
mexiletine,1.00E+05,nM,INaL,102.999
mexiletine,1.00E+05,nM,INaL,96.282
mexiletine,1.00E+05,nM,INaL,94.899
mexiletine,1.00E+05,nM,INaL,91.864
mexiletine,1.00E+05,nM,INaL,95.183
ondansetron,300,nM,IKs,-1.199455831
ondansetron,300,nM,IKs,-45.22307403
ondansetron,300,nM,IKs,13.05920719
ondansetron,300,nM,IKs,4.150118763
ondansetron,300,nM,IKs,11.28954229
ondansetron,300,nM,IKs,9.274698395
ondansetron,1000,nM,IKs,-22.16560606
ondansetron,1000,nM,IKs,30.25488526
ondansetron,1000,nM,IKs,-48.62966899
ondansetron,1000,nM,IKs,-8.90506016
ondansetron,1000,nM,IKs,-3.651783136
ondansetron,1000,nM,IKs,22.63388949
ondansetron,3000,nM,IKs,-19.87545922
ondansetron,3000,nM,IKs,-17.72110197
ondansetron,3000,nM,IKs,-11.05001018
ondansetron,3000,nM,IKs,19.13959762
ondansetron,3000,nM,IKs,-9.383964035
ondansetron,10000,nM,IKs,-31.43881149
ondansetron,10000,nM,IKs,2.019724175
ondansetron,10000,nM,IKs,12.06696244
ondansetron,10000,nM,IKs,-12.22535725
ondansetron,10000,nM,IKs,9.605293458
bepridil,9,nM,IKs,19.8230612
bepridil,9,nM,IKs,-24.94077756
bepridil,9,nM,IKs,16.32820992
bepridil,9,nM,IKs,20.683918
bepridil,9,nM,IKs,28.67921072
bepridil,9,nM,IKs,0.391152683
bepridil,30,nM,IKs,35.64941263
bepridil,30,nM,IKs,-50.59955766
bepridil,30,nM,IKs,31.76060387
bepridil,30,nM,IKs,-20.39642333
bepridil,30,nM,IKs,0.840613413
bepridil,30,nM,IKs,12.65768514
bepridil,90,nM,IKs,-14.88779821
bepridil,90,nM,IKs,-1.640132544
bepridil,90,nM,IKs,7.888499292
bepridil,90,nM,IKs,17.08973675
bepridil,90,nM,IKs,-15.01174237
bepridil,300,nM,IKs,-6.948710253
bepridil,300,nM,IKs,-14.86888636
bepridil,300,nM,IKs,11.80290967
chlorpromazine,90,nM,IKs,6.432891532
chlorpromazine,90,nM,IKs,40.8541283
chlorpromazine,90,nM,IKs,10.5673411
chlorpromazine,90,nM,IKs,2.825390385
chlorpromazine,90,nM,IKs,-28.87833651
chlorpromazine,90,nM,IKs,-42.00466945
chlorpromazine,300,nM,IKs,17.85914999
chlorpromazine,300,nM,IKs,0.677878984
chlorpromazine,300,nM,IKs,32.61910392
chlorpromazine,300,nM,IKs,24.65616896
chlorpromazine,300,nM,IKs,-14.38151714
chlorpromazine,300,nM,IKs,-7.935606401
chlorpromazine,900,nM,IKs,34.84927242
chlorpromazine,900,nM,IKs,36.27081221
chlorpromazine,900,nM,IKs,3.00989571
chlorpromazine,900,nM,IKs,11.99925634
chlorpromazine,900,nM,IKs,-2.036366333
chlorpromazine,900,nM,IKs,6.876054189
chlorpromazine,3000,nM,IKs,44.48424352
chlorpromazine,3000,nM,IKs,27.13633137
chlorpromazine,3000,nM,IKs,44.38474679
chlorpromazine,3000,nM,IKs,25.57602296
chlorpromazine,3000,nM,IKs,18.429317
chlorpromazine,3000,nM,IKs,32.41824352
terfenadine,9,nM,IKs,7.460144825
terfenadine,9,nM,IKs,17.38458184
terfenadine,9,nM,IKs,2.544008521
terfenadine,9,nM,IKs,-13.51398924
terfenadine,9,nM,IKs,-5.359035366
terfenadine,30,nM,IKs,10.95290723
terfenadine,30,nM,IKs,18.07401396
terfenadine,30,nM,IKs,14.52421593
terfenadine,30,nM,IKs,7.934099572
terfenadine,30,nM,IKs,-48.36834799
terfenadine,90,nM,IKs,30.37870609
terfenadine,90,nM,IKs,13.65552765
terfenadine,90,nM,IKs,20.94260394
terfenadine,90,nM,IKs,-23.72674497
terfenadine,90,nM,IKs,-26.34269457
terfenadine,300,nM,IKs,31.73908274
terfenadine,300,nM,IKs,12.91980857
terfenadine,300,nM,IKs,-12.25593887
terfenadine,300,nM,IKs,17.29781619
terfenadine,300,nM,IKs,-24.03523927
ranolazine,3000,nM,IKs,32.60003766
ranolazine,3000,nM,IKs,9.659141645
ranolazine,3000,nM,IKs,-5.473350864
ranolazine,3000,nM,IKs,-4.526362092
ranolazine,3000,nM,IKs,7.079446289
ranolazine,3000,nM,IKs,-54.09858045
ranolazine,10000,nM,IKs,28.68161023
ranolazine,10000,nM,IKs,4.489221206
ranolazine,10000,nM,IKs,-18.53018843
ranolazine,10000,nM,IKs,-14.65281363
ranolazine,10000,nM,IKs,-27.0452855
ranolazine,10000,nM,IKs,-36.37249609
ranolazine,30000,nM,IKs,47.77356276
ranolazine,30000,nM,IKs,9.065765778
ranolazine,30000,nM,IKs,6.38388268
ranolazine,30000,nM,IKs,-14.1133324
ranolazine,30000,nM,IKs,0.138100105
ranolazine,30000,nM,IKs,-33.72043276
ranolazine,1.00E+05,nM,IKs,-23.26657234
ranolazine,1.00E+05,nM,IKs,-5.177637333
ranolazine,1.00E+05,nM,IKs,7.287319288
ranolazine,1.00E+05,nM,IKs,-23.22139267
sotalol,9000,nM,IKs,13.69483273
sotalol,9000,nM,IKs,2.189793095
sotalol,9000,nM,IKs,-14.02927825
sotalol,9000,nM,IKs,1.35396657
sotalol,9000,nM,IKs,-32.07959006
sotalol,30000,nM,IKs,13.3143777
sotalol,30000,nM,IKs,-1.441388732
sotalol,30000,nM,IKs,-30.85469148
sotalol,30000,nM,IKs,31.69306203
sotalol,30000,nM,IKs,9.726495839
sotalol,90000,nM,IKs,0.19727514
sotalol,90000,nM,IKs,6.481759226
sotalol,90000,nM,IKs,18.35397693
sotalol,90000,nM,IKs,11.67768623
sotalol,90000,nM,IKs,-14.54719377
sotalol,90000,nM,IKs,6.784555828
sotalol,3.00E+05,nM,IKs,-8.384010332
sotalol,3.00E+05,nM,IKs,24.36510338
sotalol,3.00E+05,nM,IKs,-11.49586486
sotalol,3.00E+05,nM,IKs,-25.51595668
sotalol,3.00E+05,nM,IKs,25.01306845
diltiazem,3000,nM,IKs,-13.2656161
